id,eng_name,malay_name,family
1921,Chionanthus lucens Kiew,,
1922,Chionanthus macrocarpus Blume,,
1923,Chionanthus pachyphyllus (Merr.) Kiew,,
1924,Chionanthus porcatus Kiew,,
1925,Chionanthus pubicalyx (Ridl.) Kiew,,
1926,Chionanthus ramiflorus Roxb.,,
1927,Chionanthus sabahensis Kiew,,
1928,Chionanthus spicatus Blume,,
1929,Chisocheton ceramicus Miq.,,
1930,Chisocheton cumingianus Harms,,
1931,Chisocheton granatum D.J.Mabberley,,
1932,Chisocheton koordersii D.J.Mabberley,,
1933,Chisocheton lansiifolius D.J.Mabberley,,
1934,Chisocheton macranthus (Merr.) Airy Shaw,,
1935,Chisocheton maxilla-pisticis D.J.Mabberley,,
1936,Chisocheton medusae Airy Shaw,,
1937,Chisocheton patens Blume,,
1938,Chisocheton polyandrus Merr.,,
1939,Chisocheton sarasinorum Harms,,
1940,Chisocheton sarawakanus Harms,,
1941,Chisocheton setosus Ridl.,,
1942,Cinnamomum alternifolium Kosterm.,,
1943,"Cinnamomum racemosum Kosterm.
(syn = Cinnamomum dictyoneuron Kosterm.)",,
1944,"Cinnamomum soegengii Kosterm.
(syn = Cinnamomum grandis Kosterm.)",,
1945,Cinnamomum tahijanum Kosterm.,,
1946,Citronella suaveolens (Blume) R.A.Howard,,
1947,Claoxylon attenuatum Airy Shaw,,
1948,Claoxylon brachyandrum Pax ex Hoffm.,,
1949,Claoxylon hosei (Merr.) Airy Shaw,,
1950,Claoxylon kinabaluense Airy Shaw,,
1951,Claoxylon praetermissum Airy Shaw,,
1952,Claoxylon pseudoinsulanum Pax & K.Hoffm.,,
1953,Claoxylon salicinum Airy Shaw,,
1954,Claoxylon stapfianum Airy Shaw,,
1955,Claoxylon subbullatum Airy Shaw,,
1956,Clausena excavata var. excavata Burm.f.,,
1957,Cleidion javanicum Blume,,
1958,Cleistanthus bakonensis Airy Shaw,,
1959,Cleistanthus beccarianus Jabl.,,
1960,Cleistanthus bridelifolius C.B.Rob.,,
1961,Cleistanthus celebicus Jabl.,,
1962,Cleistanthus chlorocarpus Airy Shaw,,
1963,Cleistanthus contractus Airy Shaw,,
1964,Cleistanthus ellipticus Hook.f.,,
1965,Cleistanthus erycibifolius Airy Shaw,,
1966,Cleistanthus everettii C.B.Rob.,,
1967,Cleistanthus gracilis Hook.f.,,
1968,Cleistanthus hirsutulus Hook.f.,,
1969,Cleistanthus isabellinus Elmer,,
1970,Cleistanthus macrophyllus Hook.f.,,
1971,"Cleistanthus oblongifolius (Roxb.) Müll.Arg.
(syn = Cleistanthus myrianthus (Hassk.) Kurz)",,
1972,Cleistanthus pedicellatus Hook.f.,,
1973,Cleistanthus podopyxis Airy Shaw,,
1974,Cleistanthus pseudopodocarpus Jabl.,,
1975,Cleistanthus pubens Airy Shaw,,
1976,Cleistanthus rufescens Jabl.,,
1977,Cleistanthus striatus Airy Shaw,,
1978,Cleistanthus sumatranus (Miq.) Müll.-Arg.,,
1979,Cleistanthus venosus C.B.Robinson,,
1980,Cleistanthus vestitus Jabl.,,
1981,Cleistopholis glauca Pierre ex Engl. & Diels,,
1982,"Coffea canephora Pierre ex A.Froehner
(syn = Coffea robusta L.Linden)",,
1983,Colona celebica Burret,,
1984,Connarus agamae Merr.,,
1985,Cowiea borneensis Wemham,,
1986,Cratoxylum arborescence (Vahl) Blume var. borneense A.C. Church & P.F. Stevens,,
1987,Croton griffithii Hook.f.,,
1988,"Croton leiophyllus ?""",,
1989,Croton singularis Airy Shaw,,
1990,Croton tiglium L.,,
1991,Croton verreauxii Baill.,,
1992,Crudia bantamensis (Hassk.) Benth.,,
1993,Crudia tenuipes Merr.,,
1994,Crudia venenosa de Wit,,
1995,Cryptocarya borneensis Kosterm.,,
1996,Cryptocarya laevigata Blume,,
1997,Cryptocarya rugulosa Hook.f.,,
1998,Cubilia cubili (Blanco) Adelb.,,
1999,"Cyanthillium patulum (Dryand. ex Dryand.) H.Rob.
(syn = Vernonia patula Merr.)",,
2000,"Cyathocalyx maingayi Hook.f. & Thomson
(syn = Monocarpia marginalis (Scheff.) J.Sinclair)",,
2001,Cynometra elmeri Merr.,,
2002,Dacrycarpus imbricatus (Blume) de Laub,,
2003,Dacrycarpus kinabaluensis (Wasscher) de Laub.,,
2004,Decaspermum parviflorum (Lam) A.J.Scott,,
2005,"Decaspermum parviflorum (Lam.) A.J.Scott
(syn = Decaspermum paniculatum Kurz)",,
2006,Decaspermum vitis-idaea Stapf,,
2007,Dehaasia cuneata (Blume) Blume,,
2008,Deplanchea bancana (Scheff.) Steenis,,
2009,Dialium hydnocarpoides de Wit,,
2010,Dialium kunstleri Prain,,
2011,Dialium platysepalum Baker,,
2012,Dichapetalum gelonioides (Roxb.) Engl.,,
2013,Dictyoneura acuminata subsp. acuminata Blume,,
2014,"Dillenia excelsa (Jack) Martelli ex Gilg.
(syn = Dillenia excelsa (Jack) Gilg. var. pubescens (Cornel) Cornel ex Masam.)",,
2015,"Dillenia excelsa (Jack) Martelli ex Gilg.
(syn = Dillenia excelsa (Jack) Gilg. var. tomentella (Martelli) Corner ex Masam.)",,
2016,Dimorphocalyx luzoniensis Merr.,,
2017,Dimorphocalyx malayanus Hook.f.,,
2018,Diospyros andamanica (Kurz) Bakh.,,
2019,Diospyros areolata King & Gamble,,
2020,Diospyros borneensis Hiern,,
2021,Diospyros britanno-horneensis Bakh.,,
2022,Diospyros buxifolia (Blume) Hiern,,
2023,"Diospyros caudisepala Bakh.
(syn = Diospyros densa Bakh.)",,
2024,Diospyros cauliflora Blume,,
2025,Diospyros crockerensis Ng,,
2026,Diospyros curranii var. curranii Merr.,,
2027,Diospyros daemona Bakh.,,
2028,Diospyros dictyoneura Hiern,,
2029,"Diospyros discolor Willd.
(syn = Diospyros blancoi A.DC.)",,
2030,Diospyros eriantha Champ. ex Benth,,
2031,Diospyros eucalyptifolia Bakh.,,
2032,Diospyros euphlehia Merr.,,
2033,Diospyros everettii Merr.,,
2034,Diospyros ferruginescens Bakh. var. rufotomentosa Ng,,
2035,Diospyros ferruginescens var. ferruginescens Bakh.,,
2036,Diospyros foxworthyi Bakh.,,
2037,Diospyros frutescens Blume,,
2038,Diospyros fusiformis Kosterm.,,
2039,Diospyros hallierii Bakh.,,
2040,Diospyros keningauensis Ng,,
2041,"Diospyros kostermansii V.Singh
(syn = Diospyros sulcata Kosterm.)",,
2042,Diospyros kurzii Hiern,,
2043,Diospyros lanceifolia Roxb.,,
2044,Diospyros maritima Blume,,
2045,Diospyros mindanaensis Merr,,
2046,Diospyros muricata Bakh.,,
2047,Diospyros oligantha Merr.,,
2048,Diospyros pendula Hasselt ex Hassk.,,
2049,Diospyros penibukanensis var. penibukanensis Bakh.,,
2050,Diospyros perfida Bakh.,,
2051,"Diospyros pilosanthera Blanco
(syn = Diospyros pilosanthera Blanco var. elmeri (Merr.) Ng)",,
2052,Diospyros pilosanthera var. pilosanthera Blanco,,
2053,Diospyros plectosepala Heirn,,
2054,Diospyros puncticulosa Bakh.,,
2055,Diospyros pyrrhocarpa Miq.,,
2056,"Diospyros racemosa Roxb.
(syn = Diospyros toposia Ham. var. toposioides (King & Gamble) Phengklai)",,
2057,Diospyros ridleyi Bakh.,,
2058,Diospyros rigida Hiern,,
2059,Diospyros rufa King & Gamble,,
2060,Diospyros simaloerensis Bakh.,,
2061,Diospyros singaporensis Bakh.,,
2062,Diospyros squamifolia Kosterm.,,
2063,Diospyros styraciformis King & Gamble,,
2064,Diospyros subrhomboidea King & Gamble,,
2065,Diospyros sumatrana Miq.,,
2066,"Diospyros sumatrana Miq.
(syn = Diospyros cf. graciliflora Heirn)",,
2067,Diospyros toposia var. toposia Ham.,,
2068,Diospyros ulo Merr.,,
2069,Diospyros venosa var. venosa Wall. ex A.DC.,,
2070,Diospyros venosa Wall. ex A.DC. var. olivaceae (King & Gamble) Ng,,
2071,"Diospyros vera (Lour.) A.Chev.
(syn = Diospyros ferrea (Willd.) Bakh.)",,
2072,Diospyros wallichii King & Gamble,,
2073,Diplycosia aurea Sleumer,,
2074,Diplycosia ciliolata Hook.f.,,
2075,Dipterocarpus fusiformis P.S.Ashton,,
2076,Discospermum beccarianum (King & Gamble) S.J.Ali & Robbr.,,
2077,Distichirhops minor Haegens,,
2078,Drimycarpus luridus (Hook.f.) Ding Hou,,
2079,Drimys piperita Hook.f.,,
2080,Drypetes aetoxyloides Airy Shaw,,
2081,Drypetes caesia Airy Shaw,,
2082,Drypetes castilloi (Merr.) Merr.,,
2083,Drypetes crassipes Pax & K.Hoffm.,,
2084,Drypetes curtisii Pax & K.Hoffm.,,
2085,Drypetes eriocarpa Airy Shaw,,
2086,Drypetes fusiformis Airy Shaw,,
2087,Drypetes hainanensis Merr.,,
2088,Drypetes littoralis Merr.,,
2089,Drypetes longifolia (Blume) Pax & K. Hoffm.,,
2090,"Drypetes longifolia (Blume) Pax & K.Hoffm.
(syn = Drypetes bordenii Pax & K.Hoffm.)",,
2091,Drypetes macrostigma J.J.Sm.,,
2092,Drypetes maquilingensis Pax & Hoffm.,,
2093,Drypetes neglecta Pax & K.Hoffm.,,
2094,Drypetes ochrothrix Airy Shaw,,
2095,Drypetes pendula Ridl.,,
2096,Drypetes polyneura Airy Shaw,,
2097,Drypetes prunifera Airy Shaw,,
2098,Drypetes sibuyanensis Pax & K.Hoffm.,,
2099,Drypetes subcubica Pax & K.Hoffm.,,
2100,Dysoxylum acutangulum Miq.,,
2101,Dysoxylum alliaceum Blume,,
2102,Dysoxylum carolinae D.J.Mabberley,,
2103,Dysoxylum cauliflorum Hiern,,
2104,Dysoxylum cyrtobotryum Miq.,,
2105,Dysoxylum densiflorum Miq.,,
2106,Dysoxylum excelsum Blume,,
2107,Dysoxylum flavescens Hiern,,
2108,Dysoxylum grande Hiern,,
2109,Dysoxylum macrocarpum Thwaites,,
2110,Dysoxylum mollissimum Blume,,
2111,Dysoxylum oppositifolium F.Muell,,
2112,Dysoxylum pachyrhache Merr.,,
2113,Dysoxylum rigidum (Ridl.) D.J.Mabberley,,
2114,Dysoxylum rugulosum King,,
2115,Eberhardtia aurata (Pierre ex Dubard) Lecomte,,
2116,Ehretia timorensis Decne,,
2117,Elaeocarpus acrantherus Merr.,,
2118,Elaeocarpus angustipes R.Knuth,,
2119,Elaeocarpus barbulatus R.Knuth var. kinabaluensis Coode,,
2120,Elaeocarpus barbulatus var. barbulatus R.Knuth,,
2121,Elaeocarpus brunnescens R.Knuth,,
2122,Elaeocarpus chewii Coode,,
2123,Elaeocarpus clementis var. clemensiae (R. Knuth) Coode,,
2124,Elaeocarpus conoideus R. Knuth,,
2125,Elaeocarpus corneri Weibel,,
2126,Elaeocarpus crassinervatus R. Knuth,,
2127,Elaeocarpus cristatus Coode,,
2128,Elaeocarpus dictyophlebius Merr.,,
2129,Elaeocarpus euneurus Stapf ex Ridl.,,
2130,"Elaeocarpus euneurus Stapf ex Ridl.
(syn = Elaeocarpus beccarii Warb.)",,
2131,Elaeocarpus ferrugineus (Jacq.) Steud.,,
2132,Elaeocarpus ferrugineus (Jacq.) Steud. subsp. elliptifolius (Merr.) Coode,,
2133,Elaeocarpus ferrugineus subsp. ferrugineus (Jack) Steud.,,
2134,Elaeocarpus glaber Blume,,
2135,Elaeocarpus glaberrimus R. Knuth,,
2136,Elaeocarpus griffithii A.Gray,,
2137,Elaeocarpus gustaviifolius R. Knuth,,
2138,Elaeocarpus hochreutineri Weibel,,
2139,Elaeocarpus inopinatus Coode,,
2140,Elaeocarpus jugahanus Coode,,
2141,Elaeocarpus kinabaluensis R. Knuth,,
2142,Elaeocarpus knuthii Merr.,,
2143,Elaeocarpus knuthii subsp. knuthii Merr,,
2144,Elaeocarpus kostermansii Weibel,,
2145,Elaeocarpus leopoldii Weibel,,
2146,Elaeocarpus macrocerus (Turcz.) Merr.,,
2147,Elaeocarpus marginatus Stapf ex Weibel,,
2148,Elaeocarpus mastersii King,,
2149,Elaeocarpus multinervosus Knuth,,
2150,Elaeocarpus murudensis Merr.,,
2151,Elaeocarpus nanus Corner,,
2152,Elaeocarpus nitidus Jack,,
2153,Elaeocarpus obtusus Blume,,
2154,Elaeocarpus pachyophrys Warb.,,
2155,Elaeocarpus pagonensis Coode,,
2156,Elaeocarpus palembanicus (Miq.) Corner,,
2157,Elaeocarpus petiolatus A.Gray,,
2158,Elaeocarpus pinosukii Weibel,,
2159,Elaeocarpus pseudopaniculatus Corner,,
2160,Elaeocarpus roslii Coode,,
2161,Elaeocarpus sadikanensis R. Knuth,,
2162,Elaeocarpus submonoceras Miq.,,
2163,Elaeocarpus valetonii Hochr. var. longibarbatus (Warb.) Coode,,
2164,Elaeocarpus validus R.Knuth,,
2165,Eleutherandra pes-cervi Slooten,,
2166,"Ellipanthus beccarii Pierre
(syn = Ellipanthus beccarii Pierre var. peltatus (Schellenb.) Leenh.)",,
2167,Endocomia macrocoma (Miq.) W.J.de Wilde subsp. longipes W.J.de Wilde,,
2168,Endocomia virella W.J.de Wilde,,
2169,Engelhardia apoensis Elmer ex Nagel,,
2170,Engelhardia danumensis Campbell-Gasis,,
2171,Engelhardia kinabaluensis Campbell-Gasis,,
2172,Engelhardia mendalomensis Campbell-Gasis,,
2173,Erycibe borneensis Merr.,,
2174,"Erythrina fusca Lour.
(syn = Erythrina glauca Willd.)",,
2175,Erythrina subumbrans (Hassk.) Merr.,,
2176,Eucalyptus deglupta Blume,,
2177,Euonymus accuminifolius Blakelock,,
2178,Euonymus castaneifolius Ridl.,,
2179,Euonymus cochinchinensis Pierre,,
2180,Euonymus glandulosus (Merr.) Ding Hou,,
2181,"Euonymus indicus B.Heyne ex Wall.
(syn = Euonymus javanicus Blume)",,
2182,Euthemis leucocarpa Jack,,
2183,Euthemis minor Jack,,
2184,Excoecaria bantamensis Müll.Arg.,,
2185,Excoecaria borneensis Pax & K.Hoffm.,,
2186,Excoecaria philippinensis Merr.,,
2187,Exocarpus latifolius R.Br.,,
2188,Fagraea blumei G.Don,,
2189,Fagraea collina K.M.Wong & Sugau,,
2190,Fagraea elliptica Roxb.,,
2191,Fagraea kinabaluensis K.M.Wong & Sugau,,
2192,Falcatifolium falciforme (Parl.) de Laub,,
2193,Ficus albipila (Miq.) King,,
2194,Ficus aurata (Miq.) Miq.,,
2195,"Ficus aurata (Miq.) Miq.
(syn = Ficus aurita Reinw. ex Blume var. auriculifera (Merr.) Corner)",,
2196,Ficus beccarii King,,
2197,Ficus cereicarpa Corner,,
2198,Ficus chartacea (Wall. ex Kurz) Wall. ex King,,
2199,Ficus cumingii Miq.,,
2200,Ficus endospermifolia Corner,,
2201,Ficus eumorpha Corner,,
2202,Ficus fistulosa Reinw. ex Blume,,
2203,Ficus francisci H.Winkler,,
2204,Ficus fulva Reinw. ex Blume,,
2205,Ficus glandulifera (Wall. ex Miq.) King,,
2206,Ficus gul K.Schum. & Lauterb.,,
2207,Ficus hemsleyana King,,
2208,"Ficus inaequipetiolata Merr.
(syn = Ficus paramorpha Corner)",,
2209,Ficus ixoroides Corner,,
2210,Ficus lamponga Miq.,,
2211,Ficus lepicarpa Blume,,
2212,Ficus leptocalama Corner,,
2213,Ficus leptogramma Corner,,
2214,Ficus macilenta King,,
2215,Ficus magnoliifolia Blume,,
2216,Ficus megaleia Corner,,
2217,Ficus midotis Corner,,
2218,Ficus montana Burm.f.,,
2219,"Ficus nervosa subsp. pubinervis (Blume) C.C.Berg
(syn = Ficus pubinervis Blume)",,
2220,Ficus nota (Blanco) Merr.,,
2221,Ficus obpyramidata King,,
2222,Ficus obscura Blume,,
2223,Ficus oleifolia King,,
2224,Ficus racemosa L.,,
2225,Ficus retusa L.,,
2226,Ficus rubrocuspidata Corner,,
2227,Ficus rubromidotis Corner,,
2228,Ficus ruficaulis Merr.,,
2229,"Ficus satterthwaitei Elmer
(syn = Ficus moderata Corner)",,
2230,Ficus scortechinii King,,
2231,Ficus septica Burm.f.,,
2232,Ficus setiflora Stapf,,
2233,Ficus sinuata Thunb.,,
2234,Ficus spathulifolia Corner,,
2235,Ficus stolonifera King,,
2236,Ficus subfulva Corner,,
2237,Ficus subterranea Corner,,
2238,Ficus tarennifolia Corner,,
2239,Ficus tinctoria G.Forst.,,
2240,Ficus treubii King,,
2241,Ficus uncinata (King) Becc.,,
2242,Ficus variegata Blume,,
2243,Ficus virens Ait.,,
2244,Ficus virescens Corner,,
2245,Flacourtia indica (Burm.f.) Merr.,,
2246,Flacourtia kinabaluensis Sleumer,,
2247,"Flacourtia rukam Zoll. & Moritzi
(syn = Flacourtia megaphylla Ridl.)",,
2248,Fordia brachybotrys Merr.,,
2249,"Gaertnera junghuhniana Miq.
(syn = Gaertnera borneensis Valeton)",,
2250,Gaertnera vaginans (DC.) Merr.,,
2251,"Galearia fulva (Tul.) Miq.
(syn = Galearia stenophylla Merr.)",,
2252,Galearia fulva Miq.,,
2253,Galearia maingayi Hook.f.,,
2254,Garcinia aff. brevirostris Scheffer,,
2255,Garcinia aff. cuneifolia Pierre,,
2256,Garcinia aff. malaccensis Hook.f.,,
2257,Garcinia baillonii Pierre,,
2258,Garcinia brevipes Pierre,,
2259,"Garcinia cowa Roxb. ex Choisy
(syn = Garcinia cambogia Roxb.)",,
2260,Garcinia cuspidata King,,
2261,Garcinia desrousseauxii Pierre,,
2262,Garcinia dryobalanoides Pierre,,
2263,Garcinia havilandii Stapf,,
2264,Garcinia lateriflora Blume,,
2265,Garcinia minimiflora Ridl.,,
2266,Garcinia nitida Pierre,,
2267,Garcinia sarawhensis Pierre,,
2268,Garcinia urophylla Scort. ex King,,
2269,Garuga floribunda var. floribunda Decne,,
2270,Geniostoma rupestre J.R.Forst. & G.Forst.,,
2271,Glenniea philippinensis (Radlk.) Leenh.,,
2272,Glenniea thorelii (Pierre) Leenh.,,
2273,Gliricidia sepium (Jacq.) Steud.,,
2274,Glochidion andersonii Airy Shaw,,
2275,"Glochidion urophylloides Elmer
(syn = Glochidion lanceifolium C.B.Robinson)",,
2276,Gluta laxiflora Ridl.,,
2277,Glycosmis chlorosperma (Blume) Spreng.,,
2278,Glycosmis cyanocarpa (Blume) Spreng. var. platyphylla (Merr.) Stone,,
2279,Glycosmis lanceolata (Blume) Spreng.,,
2280,Glycosmis macrantha Merr.,,
2281,"Glycosmis macrophylla (Blume) Miq.
(syn = Glycosmis sapindoides var. sapindoides Lindl. in Wall. ex Oliver)",,
2282,Glyptopetalum palawanense Pierre,,
2283,Gmelina asiatica Wall.,,
2284,Gmelina elliptica Sm.,,
2285,Gomphandra cumingiana (Miers) Fern.-Vill.,,
2286,Gomphandra lysipetala Stapf,,
2287,Goniothalamus bracteosus Ban,,
2288,Goniothalamus kinabaluensis Ban ex Mat-Salleh,,
2289,Goniothalamus puncticulifolius Merr.,,
2290,Goniothalamus rostellatus Mat-Salleh,,
2291,Gordonia borneensis H.Keng,,
2292,Gordonia excelsa Blume,,
2293,Gordonia grandiflora Merr.,,
2294,Gordonia havilandii Burkill,,
2295,Gordonia imbricata King,,
2296,Gordonia multinervis King,,
2297,Gordonia sarawakensis H.Keng,,
2298,"Grewia borneensis (Burret) Warb. ex P.S.Ashton
(syn = Microcos borneensis Burret)",,
2299,"Grewia gracilis (Stapf ex Ridl.) P.S. Ashton
(syn = Microcos gracilis Stapf ex Ridl.)",,
2300,Gymnacranthera farquhariana (Hook.f. & Thomson) Warb.,,
2301,Gymnacranthera forbesii (King) Warb.,,
2302,Gymnacranthera ocellata R.T.A.Schouten,,
2303,"Hancea eucausta (Airy Shaw) S.E.C.Sierra, Kulju & Welzen
(syn = Mallotus eucaustus Airy Shaw)",,
2304,"Hancea griffithiana (Müll.Arg.) S.E.C.Sierra, Kulju & Welzen
(syn = Mallotus griffithianus Hook.f.)",,
2305,"Hancea penangensis (Müll.Arg.) S.E.C.Sierra, Kulju & Welzen
(syn = Mallotus leptophyllus Pax & Hoffm.)",,
2306,"Hancea penangensis (Müll.Arg.) S.E.C.Sierra, Kulju & Welzen
(syn = Mallotus sarawakensis Pax & K.Hoffm.)",,
2307,"Hancea penangensis (Müll.Arg.) S.E.C.Sierra, Kulju & Welzen
(syn = Mallotus tenuipes Airy Shaw)",,
2308,"Hancea stipularis (Airy Shaw) S.E.C.Sierra, Kulju & Welzen
(syn = Mallotus stipularis Airy Shaw)",,
2309,Haplolobus kapitensis Kochummen,,
2310,Harmandia mekongensis Pierre ex Baill.,,
2311,Helicia attenuata (Jack) Blume,,
2312,Helicia maxwelliana Gibbs,,
2313,Helicia obovata Benn.,,
2314,Helicia pterygota Sleumer,,
2315,Helicia serrata var. serrata (R.Br.) Blume,,
2316,Helicia sessilifolia R.C.K.Chung,,
2317,Helicia symplocoides R.C.K.Chung,,
2318,Heliciopsis litseifolia R.C.K.Chung,,
2319,Heliciopsis montana Symington ex Kochummen,,
2320,Heliciopsis percoriacea R.C.K.Chung,,
2321,Heliciopsis velutina (Prain) Sleumer,,
2322,Heritiera borneensis (Merr.) Kosterm.,,
2323,Heritiera globasa Kosterm.,,
2324,Heritiera impressinervia Kosterm.,,
2325,Heritiera javanica (Blume) Kosterm.,,
2326,Heritiera sumatrana (Miq.) Kosterm.,,
2327,Hernandia nymphaeifolia (Presl) Kubitzki,,
2328,Heynea trijuga Roxb. Ex Sims,,
2329,Homalium grandiflorum var. grandiflorum,,
2330,Homalium panayanum Fern,,
2331,Hopea pedicellata (Brandis) Symington,,
2332,Hopea plagata (Blanco) Vidal,,
2333,Horsfieldia amplomontana W.J.de Wilde,,
2334,Horsfieldia androphora W.J.de Wilde,,
2335,Horsfieldia borneensis W.J.de Wilde,,
2336,Horsfieldia carnosa Warb.,,
2337,Horsfieldia discolor W.J.de Wilde,,
2338,Horsfieldia endertii W.J.de Wilde,,
2339,Horsfieldia macilenta W.J.de Wilde,,
2340,Horsfieldia montana Airy Shaw,,
2341,Horsfieldia pallidicaula W.J.de Wilde,,
2342,Horsfieldia ridleyana (King) Warb.,,
2343,Horsfieldia sabulosa J.Sinclair,,
2344,Horsfieldia splendida W.J.de Wilde,,
2345,Horsfieldia sterilis W.J.de Wilde,,
2346,Horsfieldia subalpina J.Sinclair subsp. kinabaluensis W.J.de Wilde,,
2347,Horsfieldia sucosa (King) Warb. subsp. bifissa W.J.de Wilde,,
2348,Horsfieldia tenuifolia (J.Sinclair) W.J.de Wilde,,
2349,Horsfieldia xanthina Airy Shaw subsp. macrophylla W.J.de Wilde,,
2350,Hydnocarpus aff. cucurbitina King,,
2351,Hydnocarpus calophyllus (Ridl.) Sleumer,,
2352,Hydnocarpus castanea Hook.f. & Thomson,,
2353,Hydnocarpus elmeri Merr. ex Den Berger,,
2354,Hydnocarpus polypetalus (Slooten) Sleumer,,
2355,Hydnocarpus subfalcata Merr.,,
2356,"Hypobathrum coniocarpum (Korth.) Mulyan. & Ridsdale
(syn = Petunga coniocarpa Korth.)",,
2357,"Hypobathrum racemosum (Roxb.) Kurz
(syn = Petunga racemosa Schum.)",,
2358,Ilex celebensis Capit. var. ranauana S.Andrews,,
2359,Ilex glomerata King,,
2360,Ilex havilandii Loes.,,
2361,Ilex malaccensis Loes.,,
2362,Ilex mesilauensis S.Andrews,,
2363,Ilex promecophylla S.Andrews,,
2364,Ilex spicata var. spicata Blume,,
2365,Ilex triflora Blume,,
2366,Itea macrophylla Wall.,,
2367,Ixora blumei Zoll. & Mor.,,
2368,Ixora brachyantha Merr.,,
2369,Ixora brachyura Bremekamp,,
2370,Ixora capillaris Bremekamp,,
2371,Ixora caudata Bremekamp,,
2372,Ixora clementium Bremekamp,,
2373,"Ixora congesta Roxb.
(syn = Ixora griffithii Hook.f.)",,
2374,Ixora cumingiana Vidal,,
2375,Ixora farinosa Bremekamp,,
2376,Ixora finlaysoniana Wall. Ex G.Don,,
2377,Ixora fragrans A.Gray,,
2378,Ixora gibbsiae Bremekamp,,
2379,Ixora glomeruliflora Bremekamp,,
2380,Ixora grandiflora Zoll. & Mor.,,
2381,"Ixora grandifolia Zoll. & Moritzi
(syn = Ixora fluminalis Ridl.)",,
2382,"Ixora grandifolia Zoll. & Moritzi
(syn = Ixora ridleyi Merr.)",,
2383,Ixora havilandii Ridl.,,
2384,Ixora iteaphylla Bremekamp,,
2385,Ixora javanica DC.,,
2386,Ixora linggensis Bremekamp,,
2387,Ixora macrophylla Bartl. ex DC.,,
2388,Ixora mentangis Bremekamp,,
2389,"Ixora microphylla Drake
(syn = Ixora parvifolia Boivin ex Drake)",,
2390,Ixora miliensis Bremekamp,,
2391,Ixora miquelii Bremekamp,,
2392,Ixora motleyi Bremekamp,,
2393,Ixora nitidula Bremekamp,,
2394,Ixora philippinensis Merr.,,
2395,Ixora polycephala Bremekamp,,
2396,Ixora pyrantha Bremekamp,,
2397,Ixora pyrrhostaura Bremekamp,,
2398,Ixora stenophylla Bremekamp,,
2399,Ixora stenura Bremekamp,,
2400,Ixora temptans Bremekamp,,
2401,Ixora tyaphylla ?,,
2402,Ixora woodii Bremekamp,,
2403,Jarandersonia rinoreoides Kosterm.,,
2404,Jatropha curcas L.,,
2405,Kayea aciculata ?,,
2406,Kayea borneensis P.F.Stevens,,
2407,Kayea elmeri Merr.,,
2408,Kayea ferruginea Pierre,,
2409,Kayea hexapetala Pierre,,
2410,Kayea imbricata ?,,
2411,Kayea oblongifolia Ridl.,,
2412,Kayea planigemma ?,,
2413,Kayea scalarinervosa P.F.Stevens,,
2414,Kayea triangularis ?,,
2415,Kibara obtusa Blume,,
2416,Kibatalia arborea (Blume) G.Don,,
2417,Kibatalia villosa Rudjiman,,
2418,Knema emmae W.J.de Wilde,,
2419,Knema galeata J.Sinclair,,
2420,Knema glauca var. glauca (Blume) Petermann,,
2421,Knema glaucescens Jack,,
2422,Knema hirtella W.J.de Wilde,,
2423,Knema intermedia (Blume) Warb.,,
2424,Knema kostermansiana W.J.de Wilde,,
2425,Knema linguiformis (J.Sinclair) W.J.de Wilde,,
2426,Knema lunduensis (J.Sinclair) W.J.de Wilde,,
2427,Knema mogeana W.J.de Wilde,,
2428,Knema oblongata Merr.,,
2429,Knema pallens W.J.de Wilde,,
2430,Knema pedicellata W.J.de Wilde,,
2431,Knema piriformis W.J.de Wilde,,
2432,Knema psilantha W.J.de Wilde,,
2433,Knema pubiflora W.J.de Wilde,,
2434,Knema pulchra (Miq.) Warb.,,
2435,Knema stylosa (W.J.de Wilde) W.J.de Wilde,,
2436,Knema subhirtella W.J.de Wilde,,
2437,Knema tridactyla Airy Shaw,,
2438,Koilodepas frutescens (Blume) Airy Shaw,,
2439,Kopsia arborea Blume,,
2440,Kopsia dasyrachis Ridl.,,
2441,Kopsia pauciflora var. mitrephora (Sleesen) D.J.Middleton,,
2442,Kopsia pauciflora var. pauciflora Hook.f.,,
2443,Lasianthus borneensis Merr.,,
2444,Lasianthus inaequalis Blume,,
2445,Lasianthus kinabaluensis Stapf.,,
2446,Lasianthus longifolius Wight,,
2447,Lasianthus maingayi Hook.f.,,
2448,Lasianthus membranaceus Stapf,,
2449,Lasianthus pendula Ridl.,,
2450,Lasianthus polycarpus Miq.,,
2451,Lasianthus rotundatus Stapf,,
2452,Lasianthus stercoriarus Blume,,
2453,Lasianthus stipularis Blume,,
2454,Lepisanthes kinabaluensis Leenh.,,
2455,Lepisanthes multijuga (Hook.f.) Leenh.,,
2456,Leptonychia caudata Burret,,
2457,Leptonychia glabra Turcz.,,
2458,Leptonychia heteroclita Kurz,,
2459,Leptospermum javanicum Blume,,
2460,Leptospermum recurvum Hook.f.,,
2461,Leucosyke winkleri-huberti Unruh,,
2462,Ligustrum glomeratum Blume,,
2463,Lindera kinabaluensis Kosterm.,,
2464,Lindera pedicellata Kosterm.,,
2465,Lindera petiolata,,
2466,Lindera rufa (Stapf) Gamble,,
